ident;iso_country;iata_code
EGEP;GB;PPW
PPX;PG;PPX
SNZA;BR;PPY
SVDZ;VE;PPZ
VVPQ;VN;PQC
KPQI;US;PQI
MMPQ;MX;PQM
YPMQ;AU;PQQ
0AK;US;PQS
SAAP;AR;PRA
KPRB;US;PRB
KPRC;US;PRC
YPDO;AU;PRD
SK-116;CO;PRE
LKPR;CZ;PRG
VTCP;TH;PRH
FSPP;SC;PRI
FAPK;ZA;PRK
LPPM;PT;PRM
BKPR;XK;PRN
KPRO;US;PRO
LFKO;FR;PRP
AR-0462;AR;PRQ
SYPR;GY;PRR
AGGP;SB;PRS
VYPY;MM;PRU
LKPO;CZ;PRV
K5N2;US;PRW
KPRX;US;PRX
FAWB;ZA;PRY
KS39;US;PRZ
LIRP;IT;PSA
KPSC;US;PSC
HEPS;EG;PSD
TJPS;PR;PSE
KPSF;US;PSF
PAPG;US;PSG
EDXO;DE;PSH
OPPI;PK;PSI
WAMP;ID;PSJ
KPSK;US;PSK
EGPT;GB;PSL
KPSM;US;PSM
KPSN;US;PSN
SKPS;CO;PSO
KPSP;US;PSP
9N2;US;PSQ
LIBP;IT;PSR
SARP;AR;PSS
CU-0003;CU;PST
WIOP;ID;PSU
GB-PSV;GB;PSV
SNOS;BR;PSW
KPSX;US;PSX
SFAL;FK;PSY
SLPS;BO;PSZ
TPO;US;PTA
KPTB;US;PTB
16K;US;PTC
PAAP;US;PTD
NFFO;FJ;PTF
FAPP;ZA;PTG
PAPH;US;PTH
YPOD;AU;PTJ
KPTK;US;PTK
SVPT;VE;PTM
KPTN;US;PTN
SSPB;BR;PTO
TFFR;GP;PTP
SNMZ;BR;PTQ
KPTT;US;PTT
PAPM;US;PTU
KPTV;US;PTV
KPTW;US;PTW
SKPI;CO;PTX
MPTO;PA;PTY
SESM;EC;PTZ
PUA;PG;PUA
KPUB;US;PUB
KPUC;US;PUC
SAWD;AR;PUD
MPOA;PA;PUE
LFBP;FR;PUF
YPAG;AU;PUG
MDPC;DO;PUJ
NTGQ;PF;PUK
83Q;US;PUL
ID-PUM;ID;PUM
FZOP;CD;PUN
DFCP;BF;PUP
SCCI;CL;PUQ
SLPR;BO;PUR
RKPK;KR;PUS
VOPN;IN;PUT
SKAS;CO;PUU
NWWP;NC;PUV
KPUW;US;PUW
SCPV;CL;PUX
LDPL;HR;PUY
MNPC;NI;PUZ
SKPV;CO;PVA
KPVC;US;PVC
KPVD;US;PVD
MPVR;PA;PVE
KPVF;US;PVF
ZSPD;CN;PVG
SBPV;BR;PVH
SSPI;BR;PVI
LGPZ;GR;PVK
KPBX;US;PVL
SEPV;EC;PVO
MMPR;MX;PVR
UHMD;RU;PVS
KPVU;US;PVU
KPVW;US;PVW
KPWA;US;PWA
KPWD;US;PWD
UHMP;RU;PWE
HAPW;ET;PWI
KPWK;US;PWK
ID-PWL;ID;PWL
KPWM;US;PWM
MYCP;BS;PWN
FZQC;CD;PWO
UASP;KZ;PWQ
PWR;US;PWR
KPWT;US;PWT
KPNA;US;PWY
YPMH;AU;PXH
KP10;US;PXL
MMPS;MX;PXM
LPPS;PT;PXO
VTUJ;TH;PXR
VVPK;VN;PXU
SKVL;CO;PYA
VEJP;IN;PYB
PA-0013;PA;PYC
NCPY;CK;PYE
SVPA;VE;PYH
UERP;RU;PYJ
OIIP;IR;PYK
PYL;US;PYL
KPYM;US;PYM
SEPT;EC;PYO
LGAD;GR;PYR
PA-0022;PA;PYV
YTBF;TH;PYX
VTCI;TH;PYY
SKPZ;CO;PZA
FAPM;ZA;PZB
OPZB;PK;PZH
CN-0050;CN;PZI
NCPK;CK;PZK
FADQ;ZA;PZL
SVPR;VE;PZO
SCTC;CL;PZS
HSPN;SD;PZU
LZPP;SK;PZY
SSQT;BR;QAC
LIAP;IT;QAQ
CYBD;CA;QBC
SNCX;BR;QCH
SDBK;BR;QCJ
SSCN;BR;QCN
MUCO;CU;QCO
SNKN;BR;QCP
SSKU;BR;QCR
EGXC;GB;QCY
SSKS;BR;QDB
SDDR;BR;QDC
DAFI;DZ;QDJ
RKTA;KR;QDY
EDFE;DE;QEF
EPKW;PL;QEO
EGSU;GB;QFO
SSGY;BR;QGA
SDYM;BR;QGB
SDLP;BR;QGC
SSNG;BR;QGF
SNGN;BR;QGP
SDUO;BR;QGS
RJNG;JP;QGU
SDPW;BR;QHB
SWTY;BR;QHN
SBTA;BR;QHP
HAHM;ET;QHR
EDXJ;DE;QHU
SSNH;BR;QHV
SNVI;BR;QID
SNIG;BR;QIG
SDRK;BR;QIQ
SNIP;BR;QIT
OEJB;SA;QJB
YJIN;AU;QJD
RKRO;KR;QJP
ENKA;NO;QKX
EGHL;GB;QLA
DAAB;DZ;QLD
EFLA;FI;QLF
LIQW;IT;QLP
LPMR;PT;QLR
LSGL;CH;QLS
LIRL;IT;QLT
SSMF;BR;QMF
DABO;DZ;QMH
LSGN;CH;QNC
LYNS;RS;QND
LFLI;FR;QNJ
SDNY;BR;QNV
6N7;US;QNY
SDKK;BR;QOA
SSSB;BR;QOJ
DNIM;NG;QOW
LIPU;IT;QPA
MUPR;CU;QPD
WSAP;SG;QPG
FBPY;BW;QPH
SBYS;BR;QPS
FAGM;ZA;QRA
SCRG;CL;QRC
AR-0005;AR;QRF
YNRM;AU;QRM
MMQT;MX;QRO
YWRN;AU;QRR
LIQN;IT;QRT
NG-QRW;NG;QRW
LELL;ES;QSA
SDSC;BR;QSC
DAAS;DZ;QSF
HTMS;TZ;QSI
MUNB;CU;QSN
LIRI;IT;QSR
SYNA;GY;QSX
ZWSC;CN;QSZ
LY-QUB;LY;QUB
EGHR;GB;QUG
DNAI;NG;QUO
EGUY;GB;QUY
K8A6;US;QWG
EDAZ;DE;QXH
EPOK;PL;QYD
RAA;PG;RAA
AYTK;PG;RAB
KRAC;US;RAC
OERR;SA;RAE
SAFR;AR;RAF
NZRA;NZ;RAG
OERF;SA;RAH
GVNP;CV;RAI
VARK;IN;RAJ
GMMX;MA;RAK
KRAL;US;RAL
YRNG;AU;RAM
LIDR;IT;RAN
SBRP;BR;RAO
KRAP;US;RAP
ID-RAQ;ID;RAQ
NCRG;CK;RAR
OIGG;IR;RAS
SKCN;CO;RAV
RAW;PG;RAW
RAX;PG;RAX
OPRT;PK;RAZ
GMME;MA;RBA
SWBR;BR;RBB
YROI;AU;RBC
KRBD;US;RBD
VDRK;KH;RBE
KL35;US;RBF
KRBG;US;RBG
NFFR;FJ;RBI
RJCR;JP;RBJ
KF70;US;RBK
KRBL;US;RBL
EDMS;DE;RBM
SLRB;BO;RBO
RBP;PG;RBP
BO-0001;BO;RBQ
SBRB;BR;RBR
YORB;AU;RBS
HKMB;KE;RBT
YROE;AU;RBU
AGRM;SB;RBV
KRBW;US;RBW
HSMK;SS;RBX
PARY;US;RBY
KRCA;US;RCA
FARB;ZA;RCB
WA09;US;RCE
SKRH;CO;RCH
UY-0002;UY;RCH
KRCK;US;RCK
NVSR;VU;RCL
YRMD;AU;RCM
LFDN;FR;RCO
SATR;AR;RCQ
KRCR;US;RCR
EGTO;GB;RCS
KRCT;US;RCT
SAOC;AR;RCU
MYRP;BS;RCY
AU-RDA;AU;RDA
PADG;US;RDB
SNDC;BR;RDC
KRDD;US;RDD
WASM;ID;RDE
KRDG;US;RDG
KRDM;US;RDM
WMPR;MY;RDN
EPRA;PL;RDO
VEDG;IN;RDP
KRDR;US;RDR
SAHS;AR;RDS
GOSR;SN;RDT
KRDU;US;RDU
RDV;US;RDV
LFCR;FR;RDZ
NTGE;PF;REA
EDAX;DE;REB
SBRF;BR;REC
KRVL;US;RED
8XS8;US;REE
LICR;IT;REG
SOOR;GF;REI
SAVT;AR;REL
UWOO;RU;REN
KREO;US;REO
VDSR;KH;REP
PK-REQ;PK;REQ
MGRT;GT;RER
SARE;AR;RES
ENRS;NO;RET
LERS;ES;REU
VA1G;IN;REW
MMRX;MX;REX
SLRY;BO;REY
SDRS;BR;REZ
FEGR;CF;RFA
KRFD;US;RFD
BIRG;IS;RFN
NTTR;PF;RFP
MRRF;CR;RFR
MNRT;NI;RFS
SAWE;AR;RGA
VEBG;IN;RGH
NTTG;PF;RGI
UNBG;RU;RGK
SAWG;AR;RGL
VYYY;MM;RGN
KP-0032;KP;RGO
F23;US;RGR
LEBG;ES;RGS
WIPR;ID;RGT
BIRE;IS;RHA
SANR;AR;RHD
HRYU;RW;RHG
KRHI;US;RHI
YRYH;AU;RHL
FYSA;NA;RHN
LGRP;GR;RHO
VNRC;NP;RHP
RHT;CN;RHT
KRHV;US;RHV
SBSM;BR;RIA
SLRI;BO;RIB
KRIC;US;RIC
KRPD;US;RIE
SJRG;BR;RIG
MPRH;PA;RIH
SPJA;PE;RIJ
KRIL;US;RIL
SPLN;PE;RIM
AGRC;SB;RIN
RJER;JP;RIS
KRIV;US;RIV
KRIW;US;RIW
EVRA;LV;RIX
OYRN;YE;RIY
ZSRZ;CN;RIZ
VORY;IN;RJA
VNRB;NP;RJB
VGRJ;BD;RJH
IN-RJI;IN;RJI
LDRI;HR;RJK
LELO;ES;RJL
OIKR;IR;RJN
NTKK;PF;RKA
KRKD;US;RKD
EKRK;DK;RKE
KUZA;US;RKH
ID-RKI;ID;RKI
WIBR;ID;RKO
KRKP;US;RKP
KRKS;US;RKS
OMRK;AE;RKT
RKU;PG;RKU
BIRK;IS;RKV
KRKW;US;RKW
RKY;AU;RKY
CN-0046;CN;RKZ
K07;US;RLA
ETNL;DE;RLG
ZBYZ;CN;RLK
SAOS;AR;RLO
RLP;AU;RLP
DRZL;NE;RLT
YROM;AU;RMA
OOBR;OM;RMB
RMD;IN;RMD
VORG;IN;RMD
KRME;US;RME
HEMA;EG;RMF
KRMG;US;RMG
LIPR;IT;RMI
YREN;AU;RMK
VCCC;LK;RML
AYRG;PG;RMN
RMP;US;RMP
RCMQ;TW;RMQ
ETAR;DE;RMS
NTAM;PF;RMT
RMU;ES;RMU
KMPI;US;RMY
AGAR;SB;RNA
ESDF;SE;RNB
KRNC;US;RNC
KRND;US;RND
LFLO;FR;RNE
MNCI;NI;RNI
RORY;JP;RNJ
AGGR;SB;RNL
OOGB;OM;RNM
EKRN;DK;RNN
KRNO;US;RNO
MH-RNP;MH;RNP
LFRN;FR;RNS
KRNT;US;RNT
WBKR;MY;RNU
KRZL;US;RNZ
KROA;US;ROA
GLRB;LR;ROB
KROC;US;ROC
FARS;ZA;ROD
K1O5;US;ROF
KROG;US;ROG
YROB;AU;ROH
VTUV;TH;ROI
YBRK;AU;ROK
K74V;US;ROL
SWRD;BR;ROO
PGRO;MP;ROP
PTRO;PW;ROR
SAAR;AR;ROS
NZRO;NZ;ROT
URRP;RU;ROV
KROW;US;ROW
KROX;US;ROX
SAWM;AR;ROY
LERT;ES;ROZ
VNRP;NP;RPA
YRRB;AU;RPB
YNGU;AU;RPM
LLIB;IL;RPN
VARP;IN;RPR
RPV;AU;RPV
KRPX;US;RPX
KRQO;US;RQO
ORQW;IQ;RQW
YMRE;AU;RRE
FIMR;MU;RRG
VERK;IN;RRK
KRRL;US;RRL
RRM;MZ;RRM
NTKO;PF;RRR
ENRO;NO;RRS
KRRT;US;RRT
YRBR;AU;RRV
SAZR;AR;RSA
YRSB;AU;RSB
MYER;BS;RSD
RSE;AU;RSE
PARS;US;RSH
W49;US;RSJ
WASC;ID;RSK
KRSL;US;RSL
KRSN;US;RSN
HSDZ;SD;RSS
KRST;US;RST
RKJY;KR;RSU
KRSW;US;RSW
K21;US;RSX
NFNR;FJ;RTA
MHRO;HN;RTB
VARG;IN;RTC
WATG;ID;RTG
WRKR;ID;RTI
ID-RTI;ID;RTI
US-0F3;US;RTL
EHRD;NL;RTM
KRTN;US;RTN
YRTP;AU;RTP
YRTI;AU;RTS
UWSS;RU;RTW
YMYT;AU;RTY
HUAR;UG;RUA
OIMJ;IR;RUD
FZMB;CD;RUE
ID-RUF;ID;RUF
ZSRG;CN;RUG
OERK;SA;RUH
KSRR;US;RUI
VNRK;NP;RUK
VNRT;NP;RUM
FMEE;RE;RUN
VERU;IN;RUP
NTAR;PF;RUR
AGGU;SB;RUS
KRUT;US;RUT
RUU;PG;RUU
MGRB;GT;RUV
MHRU;HN;RUY
FMSG;MG;RVA
RVC;LR;RVC
SWLC;BR;RVD
SKSA;CO;RVE
ENRM;NO;RVK
EFRO;FI;RVN
FARI;ZA;RVO
KU34;US;RVR
KRVS;US;RVS
YNRV;AU;RVT
NTAV;PF;RVV
SURV;UY;RVY
KRWF;US;RWF
KRWI;US;RWI
KRWL;US;RWL
UKLR;UA;RWN
KRXE;US;RXE
RPVR;PH;RXS
UUBK;RU;RYB
ENRY;NO;RYG
OPRK;PK;RYK
LFCY;FR;RYN
SAWT;AR;RYO
SAWU;AR;RZA
EPRZ;PL;RZE
UUWR;RU;RZN
RPSD;PH;RZP
OINR;IR;RZR
PK-RZS;PK;RZS
ID-RZS;ID;RZS
KSAA;US;SAA
TNCS;BQ;SAB
KSAC;US;SAC
KSAD;US;SAD
ID-SAE;ID;SAE
KSAF;US;SAF
VASD;IN;SAG
OYSN;YE;SAH
BIKR;IS;SAK
MSLP;SV;SAL
SAM;PG;SAM
KSAN;US;SAN
MHLM;HN;SAP
MYAN;BS;SAQ
KSAR;US;SAR
SAS;US;SAS
KSAT;US;SAT
WRKS;ID;SAU
KSAV;US;SAV
LTFJ;TR;SAW
PA-SAX;PA;SAX
LIQS;IT;SAY
GLST;LR;SAZ
KSBA;US;SBA
SVSB;VE;SBB
AYSO;PG;SBC
KSBD;US;SBD
AYSA;PG;SBE
OADS;AF;SBF
WITB;ID;SBG
TFFJ;BL;SBH
GUSB;GN;SBI
SNMX;BR;SBJ
LFRT;FR;SBK
SLSA;BO;SBL
KSBM;US;SBM
KSBN;US;SBN
K44U;US;SBO
KSBP;US;SBP
OPSB;PK;SBQ
YSII;AU;SBR
KSBS;US;SBS
USDA;RU;SBT
FASB;ZA;SBU
AYSH;PG;SBV
WBGS;MY;SBW
KSBX;US;SBX
KSBY;US;SBY
LRSB;RO;SBZ
KSCB;US;SCB
PASC;US;SCC
MHUL;HN;SCD
KUNV;US;SCE
KSDL;US;SCF
YSPK;AU;SCG
KSCH;US;SCH
SVPM;VE;SCI
KSCK;US;SCK
SCEL;CL;SCL
PACM;US;SCM
EDDR;DE;SCN
UATE;KZ;SCO
LFNC;FR;SCP
LEST;ES;SCQ
EGPM;GB;SCS
OYSQ;YE;SCT
MUCU;CU;SCU
LRSV;RO;SCV
UUYY;RU;SCW
MX-SCX;MX;SCX
SEST;EC;SCY
AGGL;SB;SCZ
FALW;ZA;SDB
SYSC;GY;SDC
FNUB;AO;SDD
SANE;AR;SDE
KSDF;US;SDF
OICS;IR;SDG
SDI;PG;SDI
RJSS;JP;SDJ
WBKS;MY;SDK
ESNN;SE;SDL
KSDM;US;SDM
ENSD;NO;SDN
PASD;US;SDP
MDSD;DO;SDQ
LEXJ;ES;SDR
RJSD;JP;SDS
OPSS;PK;SDT
SBRJ;BR;SDU
LLSD;IL;SDV
KSEZ;US;SDX
KSDY;US;SDY
KSEA;US;SEA
HLLS;LY;SEB
KSEE;US;SEE
KSEF;US;SEF
KSEG;US;SEG
WAJS;ID;SEH
UESK;RU;SEK
KSEM;US;SEM
EGMC;GB;SEN
DISG;CI;SEO
KSEP;US;SEP
WIBS;ID;SEQ
KSER;US;SER
HTSN;TZ;SEU
UKCS;UA;SEV
HE24;EG;SEW
GQNS;MR;SEY
FSIA;SC;SEZ
DTTX;TN;SFA
KSFB;US;SFB
TFFC;GP;SFC
SVSR;VE;SFD
RPUS;PH;SFE
KSFF;US;SFF
TFFG;MF;SFG
MMSF;MX;SFH
GMMS;MA;SFI
BGSF;GL;SFJ
SNSW;BR;SFK
GVSF;CV;SFL
KSFM;US;SFM
SAAV;AR;SFN
KSFO;US;SFO
LTCH;TR;SFQ
RPLB;PH;SFS
ESNS;SE;SFT
SFU;PG;SFU
VE-0207;VE;SFX
KSFZ;US;SFZ
OASN;AF;SGA
USRR;RU;SGC
EKSB;DK;SGD
EDGS;DE;SGE
KSGF;US;SGF
KSGH;US;SGH
OPSR;PK;SGI
PG-0038;PG;SGK
RPLS;PH;SGL
MX-SGM;MX;SGM
VVTS;VN;SGN
YSGE;AU;SGO
YSHG;AU;SGP
WRLA;ID;SGQ
KSGR;US;SGR
KSGT;US;SGT
KSGU;US;SGU
SAVS;AR;SGV
A23;US;SGW
HTSO;TZ;SGX
PAGY;US;SGY
VTSH;TH;SGZ
ZSSS;CN;SHA
RJCN;JP;SHB
ET-SHC;ET;SHC
KSHD;US;SHD
ZYTX;CN;SHE
ZGHU;CN;SHF
PAGH;US;SHG
PASH;US;SHH
RORS;JP;SHI
OMSJ;AE;SHJ
FXSH;LS;SHK
VEBI;IN;SHL
RJBD;JP;SHM
KSHN;US;SHN
FDSK;SZ;SHO
YSPT;AU;SHQ
KSHR;US;SHR
ZHSS;CN;SHS
YSHT;AU;SHT
YSMP;AU;SHU
KSHV;US;SHV
OESH;SA;SHW
PAHX;US;SHX
HTSY;TZ;SHY
FXSS;LS;SHZ
ZLSN;CN;SIA
FCBS;CG;SIB
SIC;PA;SIC
GVAC;CV;SID
VNSI;NP;SIF
TJIG;PR;SIG
VNDT;NP;SIH
GMMF;MA;SII
BISI;IS;SIJ
KSIK;US;SIK
AYSG;PG;SIL
AYSJ;PG;SIM
WSSS;SG;SIN
YSMI;AU;SIO
UKFF;UA;SIP
WIDS;ID;SIQ
LSGS;CH;SIR
FASS;ZA;SIS
PASI;US;SIT
MNSI;NI;SIU
KSIV;US;SIV
WIMP;ID;SIW
YSGT;AU;SIX
SIZ;PG;SIZ
SPJN;PE;SJA
SLJO;BO;SJB
KSJC;US;SJC
MMSD;MX;SJD
SKSJ;CO;SJE
SJF;VI;SJF
SK-183;CO;SJH
RPUH;PH;SJI
LQSA;BA;SJJ
SBSJ;BR;SJK
SBUA;BR;SJL
KSJN;US;SJN
MROC;CR;SJO
SBSR;BR;SJP
FLSS;ZM;SJQ
SK-020;CO;SJR
SLJE;BO;SJS
KSJT;US;SJT
TJSJ;PR;SJU
SLJV;BO;SJV
ZBSJ;CN;SJW
BZ-SJX;BZ;SJX
EFSI;FI;SJY
LPSJ;PT;SJZ
KSKA;US;SKA
TKPK;KN;SKB
PG-SKC;PG;SKC
UTSS;UZ;SKD
ENSN;NO;SKE
KSKF;US;SKF
LGTS;GR;SKG
VNSK;NP;SKH
PFSH;US;SKK
SYSK;GY;SKM
ENSK;NO;SKN
DNSO;NG;SKO
LWSK;MK;SKP
FXSK;LS;SKQ
HASK;ET;SKR
EKSP;DK;SKS
OPST;PK;SKT
LGSY;GR;SKU
HESC;EG;SKV
PASW;US;SKW
UWPS;RU;SKX
OPSK;PK;SKZ
SASA;AR;SLA
KSLB;US;SLB
KSLC;US;SLC
LZSL;SK;SLD
KSLE;US;SLE
OESL;SA;SLF
KSLG;US;SLG
NVSC;VU;SLH
FLSW;ZM;SLI
SLJ;AU;SLJ
KSLK;US;SLK
OOSA;OM;SLL
LESA;ES;SLM
KSLN;US;SLN
KSLO;US;SLO
MMSP;MX;SLP
PASL;US;SLQ
KSLR;US;SLR
KANK;US;SLT
TLPC;LC;SLU
VISM;IN;SLV
MMIO;MX;SLW
MBSY;TC;SLX
USDD;RU;SLY
SBSL;BR;SLZ
LPAZ;PT;SMA
SCSB;CL;SMB
KSMD;US;SMD
KSME;US;SME
KSMF;US;SMF
SPMR;PE;SMG
SMH;PG;SMH
LGSM;GR;SMI
AYXI;PG;SMJ
PAMK;US;SMK
MYLS;BS;SML
WBKA;MY;SMM
KSMN;US;SMN
KSMO;US;SMO
SMP;PG;SMP
WAOS;ID;SMQ
SKSM;CO;SMR
FMMS;MG;SMS
SBSO;BR;SMT
PASP;US;SMU
LSZS;CH;SMV
GMMA;EH;SMW
KSMX;US;SMX
GOTS;SN;SMY
SMST;SR;SMZ
KSNA;US;SNA
YSNB;AU;SNB
SESA;EC;SNC
GVSN;CV;SNE
SVSP;VE;SNF
SLSI;BO;SNG
YSPE;AU;SNH
GLGE;LR;SNI
MUSJ;CU;SNJ
KSNK;US;SNK
KSNL;US;SNL
SLSM;BO;SNM
EINN;IE;SNN
VTUI;TH;SNO
PASN;US;SNP
SNQ;MX;SNQ
LFRZ;FR;SNR
KSNS;US;SNS
CO-SNT;CO;SNT
MUSC;CU;SNU
SVSE;VE;SNV
VYTD;MM;SNW
OIIS;IR;SNX
KSNY;US;SNY
SBSC;BR;SNZ
SOA;VN;SOA
LHSM;HU;SOB
WARQ;ID;SOC
SDCO;BR;SOD
FCOS;CG;SOE
LBSF;BG;SOF
ENSG;NO;SOG
SK-348;CO;SOH
ENSR;NO;SOJ
FXSM;LS;SOK
AK26;US;SOL
SVST;VE;SOM
NVSS;VU;SON
ESNY;SE;SOO
KSOP;US;SOP
WAXX;ID;SOQ
SOR;SY;SOR
EFSO;FI;SOT
EGHI;GB;SOU
PASO;US;SOV
KSOW;US;SOW
SKSO;CO;SOX
EGER;GB;SOY
LFKS;FR;SOZ
KSPA;US;SPA
VI22;VI;SPB
GCLA;ES;SPC
VGSD;BD;SPD
WBKO;MY;SPE
KSPF;US;SPF
KSPG;US;SPG
AYQO;PG;SPH
KSPI;US;SPI
LGSP;GR;SPJ
ETAD;DE;SPM
PGSN;MP;SPN
FNME;AO;SPP
BZ-SPR;BZ;SPR
KSPS;US;SPS
MY-SPT;MY;SPT
LDSP;HR;SPU
AYSQ;PG;SPV
KSPW;US;SPW
DISP;CI;SPY
KASG;US;SPZ
KIZA;US;SQA
SK-442;CO;SQB
YSCR;AU;SQC
SQD;CN;SQD
SK-120;CO;SQE
SK-046;CO;SQF
WIOS;ID;SQG
VVNS;VN;SQH
KSQI;US;SQI
SQJ;CN;SQJ
HE40;EG;SQK
KSQL;US;SQL
SWUA;BR;SQM
WAPN;ID;SQN
ESUD;SE;SQO
EYSA;LT;SQQ
WAWS;ID;SQR
BZ-SQS;BZ;SQS
SQT;PG;SQT
SPOA;PE;SQU
KW28;US;SQV
EKSV;DK;SQW
SSOE;BR;SQX
SSRU;BR;SQY
EGXP;GB;SQZ
SSZR;BR;SRA
SLSR;BO;SRB
SLRA;BO;SRD
SLSU;BO;SRE
WARS;ID;SRG
FTTA;TD;SRH
WALS;ID;SRI
SLSB;BO;SRJ
SRL;MX;SRL
SRM;AU;SRM
YSRN;AU;SRN
SK-245;CO;SRO
ENSO;NO;SRP
KSRQ;US;SRQ
YDUN;AU;SRR
SKSR;CO;SRS
HUSO;UG;SRT
SRV;US;SRV
KRUQ;US;SRW
HLGD;LY;SRX
OINZ;IR;SRY
SLET;BO;SRZ
SBSV;BR;SSA
VI32;VI;SSB
KSSC;US;SSC
SCSF;CL;SSD
VASL;IN;SSE
KSSF;US;SSF
FGSL;GQ;SSG
HESH;EG;SSH
KSSI;US;SSI
ENST;NO;SSJ
AU-SSK;AU;SSK
SKSL;CO;SSL
RKSM;KR;SSN
SNLO;BR;SSO
YSVP;AU;SSP
CSR8;CA;SSQ
NVSH;VU;SSR
SSS;PG;SSS
SAZL;AR;SST
SSV;PH;SSV
7WA5;US;SSW
ZA-0138;ZA;SSX
FNBC;AO;SSY
SBST;BR;SSZ
EKVJ;DK;STA
SVSZ;VE;STB
KSTC;US;STC
SVSO;VE;STD
KSTE;US;STE
YSTI;AU;STF
PAPB;US;STG
YSMR;AU;STH
MDST;DO;STI
KSTJ;US;STJ
KSTK;US;STK
KSTL;US;STL
SBSN;BR;STM
EGSS;GB;STN
KSTP;US;STP
KOYM;US;STQ
EDDS;DE;STR
KSTS;US;STS
TIST;VI;STT
BZ-STU;BZ;STU
VASU;IN;STV
URMT;RU;STW
TISX;VI;STX
SUSO;UY;STY
SWST;BR;STZ
KSUA;US;SUA
WARR;ID;SUB
KSUD;US;SUD
KSUE;US;SUE
LICA;IT;SUF
RPMS;PH;SUG
OOSR;OM;SUH
UGSS;GE;SUI
LRSM;RO;SUJ
UEBS;RU;SUK
OPSU;PK;SUL
KSMS;US;SUM
KSUN;US;SUN
KS21;US;SUO
WART;ID;SUP
SESC;EC;SUQ
CJV7;CA;SUR
KSUS;US;SUS
HTSU;TZ;SUT
KSUU;US;SUU
NFNA;FJ;SUV
KSUW;US;SUW
KSUX;US;SUX
UENS;RU;SUY
PASA;US;SVA
FMNS;MG;SVB
KSVC;US;SVC
TVSA;VC;SVD
KSVE;US;SVE
DBBS;BJ;SVF
ENZV;NO;SVG
KSVH;US;SVH
SKSV;CO;SVI
ENSH;NO;SVJ
BZ-SVK;BZ;SVK
EFSA;FI;SVL
KSVN;US;SVN
UUEE;RU;SVO
FNKU;AO;SVP
LEZL;ES;SVQ
SVS;US;SVS
FBSV;BW;SVT
NFNS;FJ;SVU
VE-0208;VE;SVV
PASV;US;SVW
USSS;RU;SVX
SVSA;VE;SVZ
ZGOW;CN;SWA
AU-SWB;AU;SWB
YSWL;AU;SWC
PAWD;US;SWD
SWE;PG;SWE
KSWF;US;SWF
SWG;PG;SWG
YSWH;AU;SWH
NVSX;VU;SWJ
OPSW;PK;SWN
KSWO;US;SWO
FYSM;NA;SWP
WADS;ID;SWQ
SWR;PG;SWR
EGFH;GB;SWS
UNSS;RU;SWT
RKSW;KR;SWU
KSWW;US;SWW
FBSW;BW;SWX
WMBA;MY;SWY
AYQS;PG;SXA
LFST;FR;SXB
YWSL;AU;SXE
EDDB;DE;SXF
FLSN;ZM;SXG
SXH;PG;SXH
OIBS;IR;SXI
ZWSS;CN;SXJ
WAPI;ID;SXK
EISG;IE;SXL
TNCM;SX;SXM
FBSN;BW;SXN
SWFX;BR;SXO
SXP;US;SXP
PASX;US;SXQ
VISR;IN;SXR
WBKH;MY;SXS
WMAN;MY;SXT
HASD;ET;SXU
VOSM;IN;SXV
AYSV;PG;SXW
SNFX;BR;SXX
KN23;US;SXY
LTCL;TR;SXZ
PASY;US;SYA
SYB;US;SYB
SPSY;PE;SYC
YSSY;AU;SYD
OYSH;YE;SYE
SYF;CA;SYF
VNSB;NP;SYH
KSYI;US;SYI
OIKY;IR;SYJ
BIST;IS;SYK
ZPSM;CN;SYM
SYN;US;SYN
RJSY;JP;SYO
MPSA;PA;SYP
MRPV;CR;SYQ
KSYR;US;SYR
UERS;RU;SYS
LFLN;FR;SYT
YWBS;AU;SYU
KSYV;US;SYV
OPSN;PK;SYW
ZJSY;CN;SYX
EGPO;GB;SYY
OISS;IR;SYZ
FNSO;AO;SZA
WMSA;MY;SZB
HASM;ET;SZE
LTFH;TR;SZF
LOWS;AT;SZG
UASE;KZ;SZI
MUSN;CU;SZJ
FASZ;ZA;SZK
KSZL;US;SZL
FYSS;NA;SZM
SZN;US;SZN
SZP;US;SZP
LBSZ;BG;SZR
NZRC;NZ;SZS
ZSSZ;CN;SZV
EDOP;DE;SZW
ZGSZ;CN;SZX
EPSY;PL;SZY
EPSC;PL;SZZ
TTCP;TT;TAB
RPVA;PH;TAC
KTAD;US;TAD
RKTN;KR;TAE
DAOL;DZ;TAF
RPVT;PH;TAG
NVVW;VU;TAH
OYTZ;YE;TAI
PG-ATP;PG;TAJ
RJOT;JP;TAK
PATA;US;TAL
MMTM;MX;TAM
YTGA;AU;TAN
ZSQD;CN;TAO
MMTP;MX;TAP
YTAR;AU;TAQ
LIBG;IT;TAR
UTTT;UZ;TAS
LZTT;SK;TAT
SK-131;CO;TAU
AS-TAV;AS;TAV
SUTB;UY;TAW
WAPT;ID;TAX
EETU;EE;TAY
UTAT;TM;TAZ
VVTH;VN;TBB
KT03;US;TBC
TBE;PG;TBE
NGTE;KI;TBF
AYTB;PG;TBG
RPVU;PH;TBH
MYCB;BS;TBI
DTKA;TN;TBJ
YTBR;AU;TBK
YTAB;AU;TBL
ID-TBM;ID;TBM
